City_ID,Date,City,Country,Latitude,Longitude,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
383,1596606034,hanzhong,CN,33.07,107.03,90.0,63,97,2.93
384,1596606034,oussouye,SN,12.48,-16.55,77.38,88,55,8.86
385,1596606034,longhua,CN,23.61,114.19,78.87,91,98,3.42
386,1596606034,odienne,CI,9.51,-7.57,66.58,96,73,2.04
387,1596606035,sayyan,YE,15.17,44.32,65.05,50,100,1.43
388,1596606035,hurricane,US,37.18,-113.29,87.8,15,1,4.7
389,1596606035,kolosovka,RU,56.47,73.61,79.48,52,0,8.93
390,1596606036,chernyshevskiy,RU,63.01,112.47,77.4,35,64,5.99
391,1596606036,lebedyan,RU,53.02,39.17,68.0,60,0,2.24
392,1596605377,mersing,MY,2.43,103.84,89.6,75,40,5.82
393,1596606036,zyryanka,RU,65.75,150.85,68.04,34,13,1.43
394,1596606037,itoman,JP,26.12,127.67,91.4,66,40,12.75
395,1596605930,moron,AR,-34.65,-58.62,69.8,64,50,9.17
396,1596606037,eirunepe,BR,-6.66,-69.87,71.29,72,3,0.49
397,1596606037,paamiut,GL,61.99,-49.67,44.82,84,69,16.15
398,1596606038,jinxiang,CN,22.86,115.7,81.61,87,100,7.76
399,1596606038,lebyazhye,RU,55.27,66.49,81.39,44,6,12.19
400,1596606038,beisfjord,NO,68.38,17.6,55.4,87,75,8.05
401,1596606038,yashalta,RU,46.34,42.28,75.11,44,0,10.65
402,1596606039,havelock,US,34.88,-76.9,81.0,88,1,6.93
403,1596605939,komsomolskiy,UZ,40.43,71.72,89.6,21,0,2.24
404,1596606039,canutama,BR,-6.53,-64.38,77.79,49,69,1.14
405,1596605891,belmonte,BR,-15.86,-38.88,64.4,77,20,5.82
406,1596606039,oranjemund,NA,-28.55,16.43,51.37,71,0,17.27
407,1596606040,ngunguru,NZ,-35.62,174.5,57.99,3,97,3.0
408,1596606040,achern,DE,48.63,8.08,55.0,93,20,1.12
409,1596605816,goianesia,BR,-15.32,-49.12,58.84,53,0,4.97
410,1596606040,consolacion del sur,CU,22.5,-83.51,75.56,87,38,2.37
411,1596606041,kwidzyn,PL,53.72,18.93,60.01,90,5,3.62
412,1596606041,san luis,AR,-33.3,-66.34,54.79,74,14,3.4
413,1596606041,lucapa,AO,-8.42,20.74,65.77,34,1,2.28
414,1596606041,khovu-aksy,RU,51.13,93.6,70.2,53,23,1.25
415,1596606042,rodniki,RU,57.11,41.73,67.51,70,60,6.31
416,1596605765,adelaide,AU,-34.93,138.6,57.99,28,6,8.05
417,1596606042,kargil,IN,34.57,76.1,65.84,26,0,2.28
418,1596605492,victor harbor,AU,-35.57,138.62,53.01,59,3,1.01
419,1596606043,khatanga,RU,71.97,102.5,68.45,75,100,10.33
420,1596606043,marawi,PH,8.0,124.29,84.0,79,80,5.01
421,1596605760,saldanha,ZA,-33.01,17.94,37.4,64,0,4.7
422,1596606043,chapais,CA,49.78,-74.85,60.8,100,90,9.17
423,1596605789,herat,AF,34.5,62.0,80.6,36,0,17.22
424,1596606044,gat,IL,31.61,34.76,80.01,52,14,1.99
425,1596606044,lavumisa,SZ,-27.31,31.89,64.65,71,78,8.05
426,1596606044,myanaung,MM,18.28,95.32,86.04,77,96,15.14
427,1596606045,quelimane,MZ,-17.88,36.89,71.19,72,3,2.84
428,1596606045,kutum,SD,14.2,24.67,71.76,78,51,16.49
429,1596606045,mujiayingzi,CN,42.12,118.78,84.96,33,88,4.09
430,1596606045,college,US,64.86,-147.8,62.6,77,75,2.57
431,1596605482,acarau,BR,-2.89,-40.12,77.04,74,65,17.69
432,1596606046,khvoynaya,RU,58.9,34.53,62.8,82,98,9.73
433,1596606046,hengyang,CN,26.89,112.61,98.44,41,12,6.76
434,1596606046,kitgum,UG,3.28,32.89,68.32,86,100,2.33
435,1596606046,birnin kebbi,NG,12.45,4.2,74.73,80,92,7.92
436,1596606047,cidreira,BR,-30.18,-50.21,58.96,92,1,12.21
437,1596606002,pauini,BR,-7.71,-66.98,70.93,57,1,2.04
438,1596606047,aliartos,GR,38.37,23.1,73.99,84,0,1.01
439,1596606047,vostok,RU,46.49,135.88,70.45,93,86,4.79
440,1596606048,kharan,PK,28.58,65.42,96.08,12,0,8.14
441,1596606048,changji,CN,44.02,87.32,87.8,29,0,4.47
442,1596606048,oktyabrskiy,RU,54.48,53.47,75.29,74,91,12.93
443,1596606048,cururupu,BR,-1.83,-44.87,74.12,96,5,3.71
444,1596606049,pucallpa,PE,-8.38,-74.55,70.16,71,0,0.54
445,1596606049,makakilo city,US,21.35,-158.09,80.6,57,1,9.17
446,1596606049,goksun,TR,38.02,36.5,78.8,61,0,3.36
447,1596606049,kilifi,KE,-3.63,39.85,75.2,88,75,12.77
448,1596606050,linjiang,CN,41.81,126.91,84.51,55,63,7.16
449,1596606050,nioro,GM,13.35,-15.75,74.93,95,75,5.1
450,1596606050,mpulungu,ZM,-8.76,31.11,75.47,46,9,4.63
451,1596606050,vitim,RU,59.45,112.56,80.33,44,78,4.63
452,1596606051,ust-nera,RU,64.57,143.2,67.93,35,70,3.13
453,1596606051,loukhi,RU,66.08,33.04,60.8,78,100,5.53
454,1596606051,chumikan,RU,54.72,135.31,57.29,75,81,17.05
455,1596606051,kudat,MY,6.88,116.85,78.8,88,20,11.41
456,1596606052,lar,IN,26.2,83.97,95.92,53,93,16.75
457,1596606052,zalegoshch,RU,52.9,36.89,67.91,65,0,5.41
458,1596605570,waipawa,NZ,-41.41,175.52,55.4,87,34,11.41
459,1596606052,rindal,NO,63.06,9.21,55.4,76,75,16.11
460,1596606053,wolsztyn,PL,52.12,16.12,64.99,93,1,2.77
461,1596606053,rocha,UY,-34.48,-54.33,56.35,91,69,7.94
462,1596606053,necochea,AR,-38.55,-58.74,60.01,90,100,5.01
463,1596606053,parker,US,32.77,-97.8,81.0,59,0,1.99
464,1596606053,ivanivka,UA,46.72,34.55,76.21,47,0,8.72
465,1596606054,ilulissat,GL,69.22,-51.1,41.0,86,40,3.94
466,1596606054,yermakovskoye,RU,53.28,92.4,72.12,58,1,5.84
467,1596606054,shangrao,CN,28.45,117.97,94.28,55,60,6.29
468,1596606054,zhezkazgan,KZ,47.8,67.71,87.8,29,5,13.42
469,1596606055,kalemie,CD,-5.95,29.19,76.91,51,71,5.59
470,1596606055,coihueco,CL,-36.62,-71.83,55.4,100,90,5.82
471,1596606055,bowen,AU,-20.02,148.23,78.01,65,2,11.41
472,1596606055,baglung,NP,28.27,83.59,83.7,59,99,3.18
473,1596605521,saint-georges,GD,12.06,-61.75,80.6,74,20,5.82
474,1596606026,san cristobal,VE,7.77,-72.22,65.8,90,82,4.63
475,1596606056,noo,EE,58.28,26.54,60.01,100,83,8.05
476,1596606056,dingle,PH,11.0,122.67,86.34,76,93,8.95
477,1596606057,malpe,IN,13.35,74.72,80.6,88,90,11.41
478,1596606057,livani,LV,56.35,26.18,61.25,90,91,4.94
479,1596606057,houma,US,29.6,-90.72,79.0,94,1,3.36
480,1596606057,valky,UA,49.84,35.62,71.01,49,0,2.24
481,1596606057,utinga,BR,-5.82,-35.4,69.8,94,40,3.36
482,1596606058,kokopo,PG,-4.35,152.26,83.28,70,64,11.72
483,1596606058,togul,RU,53.47,85.91,76.95,42,33,13.11
484,1596606058,high level,CA,58.52,-117.14,60.8,67,1,3.36
485,1596606058,batagay-alyta,RU,67.8,130.41,72.72,33,24,6.67
486,1596605909,havoysund,NO,71.0,24.66,50.0,93,75,9.17
487,1596606059,xingyi,CN,24.19,102.82,78.26,64,58,3.11
488,1596606059,yeppoon,AU,-23.13,150.73,78.8,31,2,3.36
489,1596606060,bonavista,CA,48.65,-53.11,52.0,85,92,4.0
490,1596606060,dharchula,IN,29.85,80.53,83.66,54,31,5.61
491,1596606060,hailar,CN,49.2,119.7,70.14,71,100,5.57
492,1596606060,aiken,US,33.58,-81.6,77.0,83,75,5.82
493,1596606061,ust-maya,RU,60.42,134.53,78.62,33,12,3.38
494,1596606061,yuli,NG,9.7,10.27,71.04,90,33,3.65
495,1596606061,pakxe,LA,15.12,105.78,87.8,70,75,2.24
496,1596606061,zhangjiakou,CN,40.81,114.88,85.26,42,51,11.72
497,1596606061,riyadh,SA,24.69,46.72,93.2,14,0,10.29
498,1596606062,nanortalik,GL,60.14,-45.24,43.25,86,15,6.58
499,1596606062,mandiana,GN,10.63,-8.68,67.75,93,68,5.37
500,1596606062,san policarpo,PH,12.18,125.51,83.8,74,82,6.42
501,1596605491,saint-joseph,RE,-21.37,55.62,73.0,46,42,3.36
502,1596606063,atherton,GB,53.52,-2.49,61.0,97,97,1.99
503,1596606063,pringsewu,ID,-5.36,104.97,80.96,73,82,3.29
504,1596606063,yatou,CN,37.15,122.38,78.03,89,100,17.49
505,1596606063,maniitsoq,GL,65.42,-52.9,44.38,87,100,11.01
506,1596606002,ostersund,SE,63.18,14.64,51.8,81,40,8.05
507,1596606064,grand gaube,MU,-20.01,57.66,71.01,62,68,8.99
508,1596606064,stornoway,GB,58.21,-6.39,57.2,93,75,5.82
509,1596606064,barraute,CA,48.43,-77.63,59.0,100,90,6.93
510,1596606065,kemise,ET,10.72,39.87,72.61,62,97,1.83
511,1596606065,erdenet,MN,49.03,104.08,67.64,75,96,7.38
512,1596605843,fairbanks,US,64.84,-147.72,62.6,77,75,2.84
513,1596606065,simoes,BR,-7.6,-40.82,65.89,77,3,16.71
514,1596606066,madang,PG,-5.22,145.8,83.52,75,75,10.78
515,1596606066,broken hill,AU,-31.95,141.43,53.6,30,11,10.29
516,1596606066,denpasar,ID,-8.65,115.22,78.8,94,75,8.05
517,1596606066,gimli,CA,50.63,-96.99,63.0,99,98,7.78
518,1596605850,half moon bay,US,37.46,-122.43,61.0,87,90,8.05
519,1596606067,anadyr,RU,64.75,177.48,59.0,54,40,8.95
520,1596606067,lunenburg,CA,44.38,-64.32,68.0,87,84,7.14
521,1596606067,rexburg,US,43.83,-111.79,69.8,32,1,5.82
522,1596606067,dubti,ET,11.74,41.09,83.71,56,100,10.13
523,1596606068,jacareacanga,BR,-6.22,-57.75,74.37,58,12,0.89
524,1596606068,sambava,MG,-14.27,50.17,73.76,71,67,15.05
525,1596606068,esmeraldas,BR,-19.76,-44.31,53.6,81,0,5.82
526,1596606068,sergeyevka,KZ,53.88,67.42,78.39,56,27,13.53
527,1596606068,gambela,ET,8.25,34.58,67.46,95,100,4.21
